out,Kingdom,Phylum,Class,Order,Family,Genus,Species
OTU16628,k:Bacteria,p:Verrucomicrobia,c:OPB35_soil_group,,,,
OTU16634,k:Bacteria,,,,,,
OTU16629,k:Bacteria,p:Chloroflexi,,,,,
OTU16632,k:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:Myxococcales,f:Haliangiaceae,g:Haliangium,
OTU16630,k:Bacteria,p:Chlamydiae,c:Chlamydiae,o:Chlamydiales,f:Parachlamydiaceae,,
OTU16633,k:Bacteria,p:Microgenomates,,,,,
OTU16636,k:Bacteria,p:Verrucomicrobia,c:Verrucomicrobiae,o:Verrucomicrobiales,,,
OTU16642,,,,,,,
OTU16639,k:Bacteria,p:Parcubacteria,,,,,
OTU16637,k:Bacteria,p:Planctomycetes,c:Phycisphaerae,o:CPla-3_termite_group,,,
OTU16638,k:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:Myxococcales,,,
OTU16635,k:Bacteria,p:Chloroflexi,,,,,
OTU16640,k:Bacteria,p:Actinobacteria,c:Nitriliruptoria,o:Euzebyales,f:Euzebyaceae,g:Euzebya,
OTU16643,k:Bacteria,p:Proteobacteria,,,,,
OTU16641,k:Bacteria,p:Proteobacteria,,,,,
OTU16644,k:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:Myxococcales,f:Haliangiaceae,g:Haliangium,
OTU16647,k:Bacteria,p:Chlamydiae,c:Chlamydiae,o:Chlamydiales,,,
OTU16649,k:Bacteria,p:Planctomycetes,c:Planctomycetacia,o:Planctomycetales,f:Planctomycetaceae,,
OTU16646,k:Bacteria,p:Chloroflexi,c:Anaerolineae,o:Anaerolineales,f:Anaerolineaceae,,
OTU16648,k:Bacteria,p:Planctomycetes,c:Planctomycetacia,o:Planctomycetales,f:Planctomycetaceae,g:Gemmata,
OTU16645,k:Bacteria,p:Actinobacteria,c:Actinobacteria,o:Streptosporangiales,f:Thermomonosporaceae,g:Actinomadura,s:Actinomadura_sp._S14
OTU16651,k:Bacteria,,,,,,
OTU16654,k:Bacteria,,,,,,
OTU16650,k:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,,,,
OTU16653,k:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:Myxococcales,f:mle1-27,,
OTU16652,k:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Legionellales,f:Legionellaceae,g:Legionella,
OTU16660,k:Bacteria,,,,,,
OTU16657,k:Bacteria,,,,,,
OTU16656,k:Bacteria,,,,,,
OTU16658,k:Bacteria,p:Parcubacteria,,,,,
OTU16659,k:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:GR-WP33-30,,,
OTU16655,k:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:Myxococcales,f:Cystobacteraceae,g:Anaeromyxobacter,
OTU16661,k:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:Oligoflexales,f:Oligoflexaceae,,
OTU16662,k:Bacteria,p:Verrucomicrobia,c:Verrucomicrobia_Incertae_Sedis,o:Unknown_Order,f:Unknown_Family,g:Candidatus_Methylacidiphilum,
OTU16670,k:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rickettsiales,f:Mitochondria,,
OTU16663,k:Bacteria,p:WCHB1-60,,,,,
OTU16667,k:Bacteria,p:Chlamydiae,c:Chlamydiae,o:Chlamydiales,f:Simkaniaceae,g:Candidatus_Rhabdochlamydia,
OTU16664,k:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhizobiales,f:Hyphomicrobiaceae,g:Devosia,
OTU16669,k:Bacteria,p:Chlamydiae,c:Chlamydiae,o:Chlamydiales,,,
OTU16666,k:Bacteria,p:Proteobacteria,,,,,
OTU16665,k:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:Myxococcales,f:UASB-TL25,,
OTU16668,k:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:Bdellovibrionales,f:Bdellovibrionaceae,g:Bdellovibrio,
OTU16672,k:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rickettsiales,f:Mitochondria,g:Annulohypoxylon_stygium,
OTU16671,k:Bacteria,p:Omnitrophica,c:NPL-UPA2,,,,
OTU16673,k:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:Bdellovibrionales,f:Bdellovibrionaceae,g:Bdellovibrio,
OTU16676,k:Bacteria,,,,,,
OTU16674,k:Bacteria,p:Cyanobacteria,c:Chloroplast,,,,
OTU16675,k:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,,,,
OTU16678,k:Bacteria,p:Parcubacteria,,,,,
OTU16679,k:Bacteria,p:Chloroflexi,c:SHA-26,,,,
OTU16680,k:Bacteria,p:Chlamydiae,c:Chlamydiae,o:Chlamydiales,,,
OTU16677,k:Bacteria,p:Acidobacteria,c:Acidobacteria,o:Subgroup_6,,,
OTU16681,k:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhizobiales,f:Hyphomicrobiaceae,g:Pedomicrobium,
OTU16685,k:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rickettsiales,f:Mitochondria,,
OTU16683,k:Bacteria,p:Firmicutes,c:Erysipelotrichia,o:Erysipelotrichales,f:Erysipelotrichaceae,g:Asteroleplasma,
OTU16686,k:Bacteria,p:Parcubacteria,,,,,
OTU16684,k:Bacteria,p:Chloroflexi,,,,,
OTU16682,k:Bacteria,p:Cyanobacteria,c:Melainabacteria,o:Obscuribacterales,,,
OTU16687,k:Bacteria,p:Planctomycetes,c:Phycisphaerae,o:WD2101_soil_group,,,
OTU16691,k:Bacteria,,,,,,
OTU16693,k:Bacteria,,,,,,
OTU16689,k:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Thiotrichales,f:CHAB-XI-27,,
OTU16692,k:Bacteria,p:Planctomycetes,c:Planctomycetacia,o:Planctomycetales,f:Planctomycetaceae,,
OTU16688,k:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhodospirillales,f:DA111,,
OTU16694,k:Bacteria,p:Planctomycetes,c:Planctomycetacia,o:Planctomycetales,f:Planctomycetaceae,g:Gemmata,
OTU16690,k:Bacteria,p:Actinobacteria,c:Thermoleophilia,o:Gaiellales,,,
OTU16698,k:Bacteria,p:Parcubacteria,,,,,
OTU16695,k:Bacteria,p:Proteobacteria,c:TA18,,,,
OTU16699,k:Bacteria,p:Planctomycetes,c:Phycisphaerae,o:Phycisphaerales,f:Phycisphaeraceae,g:Phycisphaera,
OTU16697,k:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Legionellales,f:Coxiellaceae,g:Aquicella,
OTU16696,k:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Legionellales,f:Coxiellaceae,g:Aquicella,
OTU16703,k:Bacteria,,,,,,
OTU16702,k:Bacteria,p:Saccharibacteria,,,,,
OTU16705,k:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:Oligoflexales,f:Oligoflexaceae,,
OTU16708,k:Bacteria,,,,,,
OTU16700,k:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:NKB5,,,
OTU16701,k:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Legionellales,f:Coxiellaceae,g:Aquicella,
OTU16704,k:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,,,,
OTU16706,k:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Legionellales,f:Coxiellaceae,g:Aquicella,
OTU16709,k:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rickettsiales,f:Mitochondria,,
OTU16707,k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Ruminococcaceae,g:Ruminiclostridium_6,
OTU16712,k:Bacteria,,,,,,
OTU16711,k:Bacteria,p:Bacteroidetes,c:Sphingobacteriia,o:Sphingobacteriales,f:Chitinophagaceae,g:Lacibacter,
OTU16714,k:Bacteria,p:Parcubacteria,,,,,
OTU16710,k:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,,,,
OTU16715,k:Bacteria,p:Proteobacteria,c:Betaproteobacteria,o:Neisseriales,f:Neisseriaceae,,
OTU16716,k:Bacteria,p:Parcubacteria,,,,,
OTU16713,k:Bacteria,p:Chlamydiae,c:Chlamydiae,o:Chlamydiales,f:Parachlamydiaceae,,
OTU16717,k:Bacteria,p:Parcubacteria,,,,,
OTU16719,k:Bacteria,p:Saccharibacteria,,,,,
OTU16721,k:Bacteria,p:TM6,,,,,
OTU16722,k:Bacteria,p:Planctomycetes,c:Planctomycetacia,o:Planctomycetales,f:Planctomycetaceae,,
OTU16723,k:Archaea,p:Woesearchaeota_[DHVEG-6],,,,,
OTU16718,k:Bacteria,p:Elusimicrobia,c:Elusimicrobia,o:Lineage_IV,,,
OTU16720,k:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Legionellales,f:Coxiellaceae,,
OTU16724,k:Bacteria,,,,,,
OTU16726,k:Bacteria,,,,,,
OTU16727,k:Bacteria,,,,,,
OTU16731,k:Bacteria,,,,,,
OTU16728,k:Bacteria,p:Parcubacteria,,,,,
OTU16725,k:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,,,,
OTU16729,k:Bacteria,p:Gracilibacteria,,,,,
OTU16733,k:Bacteria,p:Microgenomates,,,,,
OTU16730,k:Bacteria,p:SM2F11,,,,,
OTU16734,k:Bacteria,p:Planctomycetes,c:Planctomycetacia,o:Planctomycetales,f:Planctomycetaceae,g:Planctomyces,
OTU16737,k:Bacteria,,,,,,
OTU16735,k:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rickettsiales,,,
OTU16732,k:Bacteria,p:Bacteroidetes,c:Sphingobacteriia,o:Sphingobacteriales,f:Saprospiraceae,,
OTU16736,k:Bacteria,p:Armatimonadetes,,,,,
OTU16739,k:Bacteria,p:Verrucomicrobia,c:OPB35_soil_group,,,,
OTU16743,k:Bacteria,,,,,,
OTU16738,k:Bacteria,p:Chlamydiae,c:Chlamydiae,o:Chlamydiales,f:Simkaniaceae,,
OTU16741,k:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:Myxococcales,f:Blfdi19,,
OTU16745,k:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:Bdellovibrionales,f:Bdellovibrionaceae,g:Bdellovibrio,
OTU16742,k:Bacteria,p:Chloroflexi,c:TK10,,,,
OTU16744,k:Bacteria,p:Saccharibacteria,,,,,
OTU16740,k:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,,,,
OTU16746,k:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:NKB5,,,
OTU16747,k:Bacteria,p:Chlamydiae,c:Chlamydiae,o:Chlamydiales,f:Simkaniaceae,g:Candidatus_Rhabdochlamydia,
OTU16751,k:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rickettsiales,f:Mitochondria,,
OTU16749,k:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhodospirillales,f:Acetobacteraceae,g:Craurococcus,
OTU16750,k:Bacteria,p:TM6,,,,,
OTU16754,k:Bacteria,,,,,,
OTU16755,k:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rickettsiales,f:Mitochondria,g:Glarea_lozoyensis_74030,
OTU16753,k:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rickettsiales,f:Mitochondria,,
OTU16748,k:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Legionellales,,,
OTU16752,k:Bacteria,p:Parcubacteria,,,,,
OTU16759,k:Bacteria,,,,,,
OTU16757,k:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:Oligoflexales,,,
OTU16758,k:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhodospirillales,f:Rhodospirillaceae,,
OTU16756,k:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:Oligoflexales,,,
OTU16760,k:Bacteria,p:Verrucomicrobia,c:Verrucomicrobia_Incertae_Sedis,o:Unknown_Order,f:Unknown_Family,g:Candidatus_Methylacidiphilum,
OTU16761,k:Bacteria,,,,,,
OTU16764,k:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rickettsiales,f:Mitochondria,,
OTU16763,k:Archaea,p:Woesearchaeota_[DHVEG-6],,,,,
OTU16762,k:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhodospirillales,f:Acetobacteraceae,g:Craurococcus,
OTU16765,k:Bacteria,p:Verrucomicrobia,c:Opitutae,o:Opitutae_vadinHA64,,,
OTU16768,k:Bacteria,p:Verrucomicrobia,c:Verrucomicrobiae,o:Verrucomicrobiales,f:Verrucomicrobiaceae,,
OTU16766,k:Bacteria,p:Chloroflexi,c:TK10,,,,
OTU16770,k:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:Oligoflexales,,,
OTU16767,k:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:Myxococcales,f:KD3-10,,
OTU16773,k:Bacteria,,,,,,
OTU16775,k:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rickettsiales,f:Mitochondria,,
OTU16771,k:Bacteria,p:Nitrospirae,c:Nitrospira,o:Nitrospirales,f:0319-6A21,,
OTU16769,k:Bacteria,p:Actinobacteria,c:Acidimicrobiia,o:Acidimicrobiales,f:Acidimicrobiaceae,,
OTU16776,k:Bacteria,p:Planctomycetes,c:Planctomycetacia,o:Planctomycetales,f:Planctomycetaceae,,
OTU16772,k:Bacteria,p:Acidobacteria,c:Acidobacteria,o:Subgroup_6,,,
OTU16778,k:Bacteria,,,,,,
OTU16774,k:Bacteria,p:Acidobacteria,c:Acidobacteria,o:Subgroup_6,,,
OTU16779,k:Bacteria,,,,,,
OTU16777,k:Bacteria,p:Planctomycetes,c:Planctomycetacia,o:Planctomycetales,f:Planctomycetaceae,,
OTU16781,k:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rickettsiales,f:Mitochondria,,
OTU16780,k:Bacteria,,,,,,
OTU16782,k:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhodospirillales,f:Rhodospirillaceae,,
OTU16784,k:Bacteria,p:Bacteroidetes,c:Cytophagia,o:Cytophagales,f:Cytophagaceae,g:Hymenobacter,
OTU16785,k:Bacteria,p:Gemmatimonadetes,c:Gemmatimonadetes,o:AT425-EubC11_terrestrial_group,,,
OTU16786,k:Bacteria,p:Chlamydiae,c:Chlamydiae,o:Chlamydiales,f:cvE6,,
OTU16783,k:Bacteria,p:Saccharibacteria,,,,,
OTU16787,k:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:Bdellovibrionales,f:Bdellovibrionaceae,g:Bdellovibrio,
OTU16793,k:Bacteria,,,,,,
OTU16790,k:Bacteria,p:Parcubacteria,,,,,
OTU16789,k:Bacteria,p:Verrucomicrobia,c:OPB35_soil_group,,,,
OTU16792,k:Bacteria,p:Planctomycetes,c:Planctomycetacia,o:Planctomycetales,f:Planctomycetaceae,,
OTU16788,k:Bacteria,p:Actinobacteria,c:Thermoleophilia,o:Solirubrobacterales,f:480-2,,
OTU16791,k:Bacteria,p:Firmicutes,c:Bacilli,o:Lactobacillales,f:Carnobacteriaceae,g:Atopostipes,
OTU16796,k:Bacteria,,,,,,
OTU16794,k:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Legionellales,f:Coxiellaceae,g:Aquicella,
OTU16797,k:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:Oligoflexales,,,
OTU16800,k:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rickettsiales,f:Mitochondria,g:Pseudogymnoascus_pannorum_VKM_F-3775,
OTU16798,k:Bacteria,p:Parcubacteria,,,,,
OTU16795,k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Clostridiaceae_1,g:Clostridium_sensu_stricto_1,
OTU16799,k:Bacteria,p:Actinobacteria,,,,,
OTU16802,k:Bacteria,p:Candidate_division_OP3,,,,,
OTU16801,k:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Legionellales,f:Coxiellaceae,,
OTU16803,k:Bacteria,,,,,,
OTU16807,k:Bacteria,p:Planctomycetes,c:Phycisphaerae,o:WD2101_soil_group,,,
OTU16804,k:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Xanthomonadales,f:Xanthomonadaceae,,
OTU16808,k:Bacteria,p:Planctomycetes,c:OM190,,,,
OTU16806,k:Bacteria,p:Parcubacteria,,,,,
OTU16809,k:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhodospirillales,f:Acetobacteraceae,g:Acidiphilium,
OTU16810,k:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:Myxococcales,f:Haliangiaceae,g:Haliangium,
OTU16805,k:Bacteria,p:Acidobacteria,c:Acidobacteria,o:Acidobacteriales,f:Acidobacteriaceae_[Subgroup_1],,
OTU16814,k:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rickettsiales,f:Mitochondria,,
OTU16811,k:Bacteria,,,,,,
OTU16813,k:Bacteria,p:Actinobacteria,c:MB-A2-108,,,,
OTU16816,k:Bacteria,p:Planctomycetes,c:Planctomycetacia,o:Planctomycetales,f:Planctomycetaceae,,
OTU16812,k:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:Myxococcales,f:KD3-10,,
OTU16815,k:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:Bdellovibrionales,f:Bdellovibrionaceae,g:Bdellovibrio,
OTU16817,k:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhizobiales,f:Xanthobacteraceae,g:Pseudolabrys,
OTU16819,k:Bacteria,p:Planctomycetes,c:Phycisphaerae,o:WD2101_soil_group,,,
OTU16818,k:Bacteria,p:Verrucomicrobia,c:OPB35_soil_group,,,,
OTU16820,k:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhodospirillales,f:Rhodospirillaceae,g:Thalassospira,
OTU16822,k:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:Bdellovibrionales,f:Bdellovibrionaceae,g:OM27_clade,
OTU16825,k:Bacteria,,,,,,
OTU16821,k:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,,,,
OTU16826,k:Bacteria,p:Hydrogenedentes,,,,,
OTU16823,k:Bacteria,,,,,,
OTU16829,k:Bacteria,p:Proteobacteria,,,,,
OTU16827,k:Bacteria,,,,,,
OTU16824,k:Bacteria,p:Acidobacteria,c:Acidobacteria,o:Subgroup_4,f:11-24,,
OTU16830,k:Bacteria,p:Proteobacteria,,,,,
OTU16831,k:Bacteria,p:Proteobacteria,,,,,
OTU16828,k:Bacteria,p:Chlamydiae,c:Chlamydiae,o:Chlamydiales,f:Parachlamydiaceae,g:Candidatus_Protochlamydia,
OTU16832,k:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,,,,
OTU16833,k:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:Oligoflexales,f:Oligoflexaceae,,
OTU16838,k:Bacteria,p:Fibrobacteres,c:Fibrobacteria,o:Fibrobacterales,f:Fibrobacteraceae,g:possible_genus_04,
OTU16834,k:Bacteria,p:Acidobacteria,c:Acidobacteria,o:Subgroup_6,,,
OTU16837,k:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,,,,
OTU16835,k:Bacteria,p:Elusimicrobia,c:Elusimicrobia,o:Lineage_IIb,,,
OTU16836,k:Bacteria,p:Bacteroidetes,c:Sphingobacteriia,o:Sphingobacteriales,f:Chitinophagaceae,,
OTU16839,k:Bacteria,p:Bacteroidetes,,,,,
OTU16842,k:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rickettsiales,f:SM2D12,,
OTU16841,k:Bacteria,p:Planctomycetes,c:Planctomycetacia,o:Planctomycetales,f:Planctomycetaceae,,
OTU16843,k:Bacteria,p:Parcubacteria,,,,,
OTU16840,k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae,,
OTU16847,k:Bacteria,,,,,,
OTU16844,k:Bacteria,,,,,,
OTU16846,k:Bacteria,p:Firmicutes,c:Erysipelotrichia,o:Erysipelotrichales,f:Erysipelotrichaceae,g:Asteroleplasma,
OTU16850,k:Bacteria,,,,,,
OTU16851,k:Bacteria,p:Planctomycetes,c:Planctomycetacia,o:Planctomycetales,f:Planctomycetaceae,,
OTU16845,k:Bacteria,p:Actinobacteria,c:Thermoleophilia,o:Solirubrobacterales,,,
OTU16855,k:Bacteria,,,,,,
OTU16848,k:Bacteria,p:Firmicutes,c:Bacilli,o:Lactobacillales,f:Aerococcaceae,g:Abiotrophia,
OTU16853,k:Bacteria,p:Saccharibacteria,,,,,
OTU16849,k:Bacteria,p:Armatimonadetes,c:Armatimonadia,o:Armatimonadales,,,
OTU16852,k:Bacteria,p:Proteobacteria,,,,,
OTU16854,k:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,,,,
OTU16856,k:Bacteria,p:Armatimonadetes,c:Armatimonadia,o:Armatimonadales,,,
OTU16861,k:Bacteria,p:Planctomycetes,c:Planctomycetacia,o:Planctomycetales,f:Planctomycetaceae,,
OTU16859,k:Bacteria,p:Proteobacteria,c:TA18,,,,
OTU16860,k:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:Myxococcales,f:Amb-16S-1034,,
OTU16858,k:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Legionellales,f:Coxiellaceae,g:Aquicella,
OTU16863,k:Bacteria,,,,,,
OTU16857,k:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Legionellales,f:Coxiellaceae,g:Aquicella,
OTU16864,k:Archaea,p:Woesearchaeota_[DHVEG-6],,,,,
OTU16867,k:Bacteria,,,,,,
OTU16865,k:Bacteria,,,,,,
OTU16862,k:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhodospirillales,f:Rhodospirillaceae,,
OTU16866,k:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:Oligoflexales,f:Oligoflexaceae,,
OTU16869,k:Bacteria,,,,,,
OTU16868,k:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:Myxococcales,f:P3OB-42,,
OTU16871,k:Bacteria,,,,,,
OTU16874,k:Archaea,p:Woesearchaeota_[DHVEG-6],,,,,
OTU16870,k:Bacteria,p:TM6,,,,,
OTU16872,k:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,,,,
OTU16878,k:Bacteria,p:Parcubacteria,,,,,
OTU16873,k:Bacteria,p:Proteobacteria,c:Betaproteobacteria,o:Nitrosomonadales,f:Nitrosomonadaceae,,
OTU16877,k:Bacteria,p:Bacteroidetes,c:Sphingobacteriia,o:Sphingobacteriales,f:Chitinophagaceae,g:Flavisolibacter,
OTU16875,k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae,,
OTU16880,k:Bacteria,,,,,,
OTU16881,k:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:DB1-14,,,
OTU16876,k:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Pseudomonadales,f:Pseudomonadaceae,g:Pseudomonas,
OTU16879,k:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:Bdellovibrionales,f:Bdellovibrionaceae,g:Bdellovibrio,
OTU16882,k:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:Oligoflexales,,,
OTU16884,k:Bacteria,p:Acidobacteria,c:Acidobacteria,o:Subgroup_6,,,
OTU16885,k:Bacteria,p:Chlamydiae,c:Chlamydiae,o:Chlamydiales,f:Parachlamydiaceae,,
OTU16883,k:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Legionellales,f:Coxiellaceae,,
OTU16887,k:Bacteria,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Burkholderiaceae,g:Candidatus_Glomeribacter,
OTU16886,k:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rickettsiales,f:Rickettsiales_Incertae_Sedis,g:Candidatus_Defluviella,
OTU16888,k:Bacteria,p:Planctomycetes,c:Phycisphaerae,o:Phycisphaerales,f:Phycisphaeraceae,g:SM1A02,
OTU16892,k:Bacteria,p:Cyanobacteria,c:Chloroplast,,,,
OTU16891,k:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:Myxococcales,f:Blfdi19,,
OTU16889,k:Bacteria,p:Verrucomicrobia,c:OPB35_soil_group,,,,
OTU16890,k:Bacteria,p:Chloroflexi,c:Ktedonobacteria,o:B12-WMSP1,,,
OTU16893,k:Bacteria,p:Gracilibacteria,,,,,
OTU16894,k:Bacteria,,,,,,
OTU16895,k:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rickettsiales,f:Mitochondria,,
OTU16900,k:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rickettsiales,f:Mitochondria,,
OTU16897,k:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Legionellales,f:Coxiellaceae,,
OTU16896,k:Bacteria,p:Parcubacteria,,,,,
OTU16898,k:Bacteria,p:Actinobacteria,c:Actinobacteria,o:Streptomycetales,f:Streptomycetaceae,g:Streptomyces,
OTU16902,k:Bacteria,,,,,,
OTU16901,k:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:Bdellovibrionales,f:Bdellovibrionaceae,g:OM27_clade,
OTU16899,k:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Legionellales,f:Coxiellaceae,,
OTU16904,k:Bacteria,p:Firmicutes,c:Negativicutes,o:Selenomonadales,f:Veillonellaceae,,
OTU16903,k:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:Bdellovibrionales,f:Bdellovibrionaceae,g:Bdellovibrio,
OTU16905,k:Bacteria,p:Bacteroidetes,c:Flavobacteriia,o:Flavobacteriales,f:Cryomorphaceae,,
OTU16907,k:Bacteria,p:Proteobacteria,,,,,
OTU16906,k:Bacteria,p:Planctomycetes,c:Planctomycetacia,o:Planctomycetales,f:Planctomycetaceae,,
OTU16909,k:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rickettsiales,f:Mitochondria,,
OTU16908,k:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhodospirillales,f:DA111,,
OTU16911,k:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rickettsiales,f:Mitochondria,,
OTU16913,k:Bacteria,p:Parcubacteria,,,,,
OTU16910,k:Bacteria,p:Planctomycetes,c:Planctomycetacia,o:Planctomycetales,f:Planctomycetaceae,,
OTU16912,k:Bacteria,p:Parcubacteria,,,,,
OTU16914,k:Bacteria,p:Gracilibacteria,,,,,
OTU16917,k:Bacteria,p:Chlamydiae,c:Chlamydiae,o:Chlamydiales,,,
OTU16922,k:Bacteria,,,,,,
OTU16918,k:Bacteria,,,,,,
OTU16919,k:Bacteria,p:Proteobacteria,c:Betaproteobacteria,,,,
OTU16920,k:Bacteria,p:Saccharibacteria,,,,,
OTU16916,k:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:Desulfuromonadales,,,
OTU16921,k:Bacteria,p:Parcubacteria,,,,,
OTU16915,k:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,,,,
OTU16923,k:Bacteria,,,,,,
OTU16924,k:Bacteria,,,,,,
OTU16928,k:Bacteria,,,,,,
OTU16926,k:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:Bdellovibrionales,f:Bdellovibrionaceae,g:Bdellovibrio,
OTU16925,k:Bacteria,p:Chlamydiae,c:Chlamydiae,o:Chlamydiales,,,
OTU16931,k:Bacteria,p:Parcubacteria,,,,,
OTU16929,k:Bacteria,,,,,,
OTU16934,k:Bacteria,p:Parcubacteria,,,,,
